Falhas 
[ 0  3  5 10 16 18 19 20 23 24]
[ 1  3  5 10 16 18 19 20 23 24]
[ 1  2  4 11 16 17 19 19 22 24]
[ 1  3  4 11 17 18 18 20 23 23]
[ 1  2  4 10 16 18 19 20 23 24]
[ 1  3  5 11 16 17 19 20 22 24]
[ 0  2  4 10 16 17 19 20 22 23]
[ 1  2  4 11 17 18 19 20 22 23]
[ 0  3  4 10 16 17 19 20 22 23]
[ 0  2  5 11 16 17 19 19 22 23]
